raceId,season,raceNumber,Grand Prix,Race Date,Driver Code,Team Code,Driver POS Standings,Laps,Team Race Points,Nationality,Team Name,Team Country,Team Champ Points,Team Champ Pos,Team Champ Wins,Driver Champ Points,Driver Champ Pos,Driver Champ Wins,Circuit Name,Race Location,Race Country,Winner
2,2009,2,22.0,20090405,5,1,14,0,1.0,13.0,22.0,2.0,1.0,8.0,0.0,0.0,20.0,0.0,30.0,10.0,15.0,False
3,2009,3,10.0,20090419,20,9,1,56,18.0,15.0,27.0,1.0,19.5,2.0,1.0,10.0,3.0,1.0,31.0,26.0,7.0,True
3,2009,3,10.0,20090419,17,9,3,56,18.0,2.0,27.0,1.0,19.5,2.0,1.0,9.5,5.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,18,23,5,56,11.0,6.0,8.0,2.0,36.0,1.0,2.0,21.0,1.0,2.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,22,23,4,56,11.0,5.0,8.0,2.0,36.0,1.0,2.0,15.0,2.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,5,1,12,56,7.0,13.0,22.0,2.0,8.0,4.0,0.0,4.0,9.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,1,1,9,56,7.0,6.0,22.0,2.0,8.0,4.0,0.0,4.0,10.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,10,7,19,56,2.0,15.0,34.0,9.0,18.5,3.0,0.0,10.0,4.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,67,5,10,56,1.0,31.0,33.0,8.0,4.0,7.0,0.0,3.0,12.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,4,4,2,56,0.0,29.0,28.0,4.0,4.0,6.0,0.0,4.0,8.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,8,6,8,56,0.0,13.0,10.0,8.0,0.0,9.0,0.0,0.0,16.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,7,5,15,56,1.0,14.0,33.0,8.0,4.0,7.0,0.0,1.0,13.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,2,2,11,56,0.0,15.0,6.0,5.0,4.0,5.0,0.0,4.0,7.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,9,2,17,56,0.0,26.0,6.0,5.0,4.0,5.0,0.0,0.0,19.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,21,10,20,55,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,17.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,3,3,7,55,0.0,15.0,36.0,2.0,3.5,8.0,0.0,3.5,11.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,12,4,16,54,0.0,5.0,28.0,4.0,4.0,6.0,0.0,0.0,20.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,16,10,18,50,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,14.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,6,3,14,43,0.0,21.0,36.0,2.0,3.5,8.0,0.0,0.0,18.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,13,6,13,20,0.0,5.0,10.0,8.0,0.0,9.0,0.0,0.0,15.0,0.0,31.0,26.0,7.0,False
3,2009,3,10.0,20090419,15,7,6,18,2.0,20.0,34.0,9.0,18.5,3.0,0.0,8.5,6.0,0.0,31.0,26.0,7.0,False
4,2009,4,5.0,20090426,18,23,4,57,14.0,6.0,8.0,2.0,50.0,1.0,3.0,31.0,1.0,3.0,7.0,25.0,3.0,True
4,2009,4,5.0,20090426,20,9,3,57,8.0,15.0,27.0,1.0,27.5,2.0,1.0,18.0,3.0,1.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,15,7,1,57,8.0,20.0,34.0,9.0,26.5,3.0,0.0,14.5,4.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,1,1,5,57,5.0,6.0,22.0,2.0,13.0,4.0,0.0,9.0,7.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,22,23,6,57,14.0,5.0,8.0,2.0,50.0,1.0,3.0,19.0,2.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,8,6,10,57,3.0,13.0,10.0,8.0,3.0,9.0,0.0,3.0,12.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,10,7,2,57,8.0,15.0,34.0,9.0,26.5,3.0,0.0,12.0,5.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,4,4,7,57,1.0,29.0,28.0,4.0,5.0,5.0,0.0,5.0,8.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,3,3,9,57,0.0,15.0,36.0,2.0,3.5,8.0,0.0,3.5,11.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,12,4,15,57,1.0,5.0,28.0,4.0,5.0,5.0,0.0,0.0,17.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,17,9,18,57,8.0,2.0,27.0,1.0,27.5,2.0,1.0,9.5,6.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,5,1,11,57,5.0,13.0,22.0,2.0,13.0,4.0,0.0,4.0,10.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,7,5,20,57,0.0,14.0,33.0,8.0,4.0,7.0,0.0,1.0,14.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,13,6,8,56,3.0,5.0,10.0,8.0,3.0,9.0,0.0,0.0,15.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,21,10,17,56,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,18.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,16,10,19,56,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,16.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,67,5,16,56,0.0,31.0,33.0,8.0,4.0,7.0,0.0,3.0,13.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,9,2,13,56,0.0,26.0,6.0,5.0,4.0,6.0,0.0,0.0,20.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,2,2,14,56,0.0,15.0,6.0,5.0,4.0,6.0,0.0,4.0,9.0,0.0,7.0,25.0,3.0,False
4,2009,4,5.0,20090426,6,3,12,48,0.0,21.0,36.0,2.0,3.5,8.0,0.0,0.0,19.0,0.0,7.0,25.0,3.0,False
5,2009,5,34.0,20090510,18,23,1,66,18.0,6.0,8.0,2.0,68.0,1.0,4.0,41.0,1.0,4.0,13.0,18.0,24.0,True
5,2009,5,34.0,20090510,22,23,3,66,18.0,5.0,8.0,2.0,68.0,1.0,4.0,27.0,2.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,17,9,5,66,11.0,2.0,27.0,1.0,38.5,2.0,1.0,15.5,4.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,20,9,2,66,11.0,15.0,27.0,1.0,38.5,2.0,1.0,23.0,3.0,1.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,4,4,8,66,4.0,29.0,28.0,4.0,9.0,5.0,0.0,9.0,8.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,13,6,4,66,3.0,5.0,10.0,8.0,6.0,7.0,0.0,3.0,12.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,2,2,13,66,2.0,15.0,6.0,5.0,6.0,6.0,0.0,6.0,9.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,3,3,9,66,1.0,15.0,36.0,2.0,4.5,8.0,0.0,4.5,10.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,1,1,14,65,0.0,6.0,22.0,2.0,13.0,4.0,0.0,9.0,7.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,10,7,6,65,0.0,15.0,34.0,9.0,26.5,3.0,0.0,12.0,6.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,9,2,10,65,2.0,26.0,6.0,5.0,6.0,6.0,0.0,0.0,18.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,12,4,12,65,4.0,5.0,28.0,4.0,9.0,5.0,0.0,0.0,17.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,6,3,11,65,1.0,21.0,36.0,2.0,4.5,8.0,0.0,0.0,20.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,21,10,20,65,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,19.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,8,6,16,17,3.0,13.0,10.0,8.0,6.0,7.0,0.0,3.0,13.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,5,1,18,7,0.0,13.0,22.0,2.0,13.0,4.0,0.0,4.0,11.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,15,7,7,0,0.0,20.0,34.0,9.0,26.5,3.0,0.0,14.5,5.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,67,5,15,0,0.0,31.0,33.0,8.0,4.0,9.0,0.0,3.0,14.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,7,5,17,0,0.0,14.0,33.0,8.0,4.0,9.0,0.0,1.0,15.0,0.0,13.0,18.0,24.0,False
5,2009,5,34.0,20090510,16,10,19,0,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,16.0,0.0,13.0,18.0,24.0,False
6,2009,6,26.0,20090524,18,23,1,78,18.0,6.0,8.0,2.0,86.0,1.0,5.0,51.0,1.0,5.0,14.0,17.0,17.0,True
6,2009,6,26.0,20090524,22,23,3,78,18.0,5.0,8.0,2.0,86.0,1.0,5.0,35.0,2.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,8,6,2,78,11.0,13.0,10.0,8.0,17.0,4.0,0.0,9.0,8.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,13,6,5,78,11.0,5.0,10.0,8.0,17.0,4.0,0.0,8.0,10.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,17,9,8,78,4.0,2.0,27.0,1.0,42.5,2.0,1.0,19.5,4.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,3,3,6,78,3.0,15.0,36.0,2.0,7.5,7.0,0.0,7.5,11.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,4,4,9,78,2.0,29.0,28.0,4.0,11.0,6.0,0.0,11.0,7.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,7,5,14,78,1.0,14.0,33.0,8.0,5.0,9.0,0.0,2.0,15.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,21,10,13,78,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,16.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,10,7,20,77,0.0,15.0,34.0,9.0,26.5,3.0,0.0,12.0,6.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,2,2,16,77,0.0,15.0,6.0,5.0,6.0,8.0,0.0,6.0,12.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,1,1,19,77,0.0,6.0,22.0,2.0,13.0,5.0,0.0,9.0,9.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,15,7,18,77,0.0,20.0,34.0,9.0,26.5,3.0,0.0,14.5,5.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,16,10,15,77,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,17.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,6,3,10,76,3.0,21.0,36.0,2.0,7.5,7.0,0.0,0.0,20.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,5,1,7,51,0.0,13.0,22.0,2.0,13.0,5.0,0.0,4.0,13.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,9,2,17,28,0.0,26.0,6.0,5.0,6.0,8.0,0.0,0.0,19.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,20,9,4,15,4.0,15.0,27.0,1.0,42.5,2.0,1.0,23.0,3.0,1.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,12,4,12,10,2.0,5.0,28.0,4.0,11.0,6.0,0.0,0.0,18.0,0.0,14.0,17.0,17.0,False
6,2009,6,26.0,20090524,67,5,11,10,1.0,31.0,33.0,8.0,5.0,9.0,0.0,3.0,14.0,0.0,14.0,17.0,17.0,False
7,2009,7,37.0,20090607,18,23,2,58,10.0,6.0,8.0,2.0,96.0,1.0,6.0,61.0,1.0,6.0,22.0,8.0,25.0,True
7,2009,7,37.0,20090607,17,9,4,58,14.0,2.0,27.0,1.0,56.5,2.0,1.0,27.5,4.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,20,9,1,58,14.0,15.0,27.0,1.0,56.5,2.0,1.0,29.0,3.0,1.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,15,7,5,58,6.0,20.0,34.0,9.0,32.5,3.0,0.0,19.5,5.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,3,3,9,58,4.0,15.0,36.0,2.0,11.5,6.0,0.0,11.5,7.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,13,6,7,58,3.0,5.0,10.0,8.0,20.0,4.0,0.0,11.0,8.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,9,2,10,58,2.0,26.0,6.0,5.0,8.0,8.0,0.0,2.0,15.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,10,7,13,58,6.0,15.0,34.0,9.0,32.5,3.0,0.0,13.0,6.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,8,6,6,58,3.0,13.0,10.0,8.0,20.0,4.0,0.0,9.0,10.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,4,4,8,58,0.0,29.0,28.0,4.0,11.0,7.0,0.0,11.0,9.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,2,2,11,58,2.0,15.0,6.0,5.0,8.0,8.0,0.0,6.0,12.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,6,3,12,58,4.0,21.0,36.0,2.0,11.5,6.0,0.0,0.0,20.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,1,1,16,58,0.0,6.0,22.0,2.0,13.0,5.0,0.0,9.0,11.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,5,1,14,57,0.0,13.0,22.0,2.0,13.0,5.0,0.0,4.0,13.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,67,5,18,57,0.0,31.0,33.0,8.0,5.0,9.0,0.0,3.0,14.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,12,4,17,57,0.0,5.0,28.0,4.0,11.0,7.0,0.0,0.0,19.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,16,10,15,57,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,18.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,7,5,20,57,0.0,14.0,33.0,8.0,5.0,9.0,0.0,2.0,16.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,22,23,3,47,10.0,5.0,8.0,2.0,96.0,1.0,6.0,35.0,2.0,0.0,22.0,8.0,25.0,False
7,2009,7,37.0,20090607,21,10,19,4,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,17.0,0.0,22.0,8.0,25.0,False
8,2009,8,8.0,20090621,20,9,1,60,18.0,15.0,27.0,1.0,74.5,2.0,2.0,39.0,3.0,2.0,32.0,27.0,27.0,True
8,2009,8,8.0,20090621,17,9,3,60,18.0,2.0,27.0,1.0,74.5,2.0,2.0,35.5,4.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,22,23,2,60,9.0,5.0,8.0,2.0,105.0,1.0,6.0,41.0,2.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,13,6,11,60,6.0,5.0,10.0,8.0,26.0,4.0,0.0,16.0,6.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,3,3,7,60,4.0,15.0,36.0,2.0,15.5,5.0,0.0,15.5,7.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,18,23,6,60,9.0,6.0,8.0,2.0,105.0,1.0,6.0,64.0,1.0,6.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,15,7,4,60,2.0,20.0,34.0,9.0,34.5,3.0,0.0,21.5,5.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,8,6,9,60,6.0,13.0,10.0,8.0,26.0,4.0,0.0,10.0,10.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,10,7,8,60,2.0,15.0,34.0,9.0,34.5,3.0,0.0,13.0,8.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,21,10,16,60,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,17.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,6,3,5,60,4.0,21.0,36.0,2.0,15.5,5.0,0.0,0.0,20.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,12,4,14,59,0.0,5.0,28.0,4.0,11.0,7.0,0.0,0.0,19.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,9,2,12,59,0.0,26.0,6.0,5.0,8.0,8.0,0.0,2.0,15.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,4,4,10,59,0.0,29.0,28.0,4.0,11.0,7.0,0.0,11.0,9.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,2,2,15,59,0.0,15.0,6.0,5.0,8.0,8.0,0.0,6.0,12.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,1,1,18,59,0.0,6.0,22.0,2.0,13.0,6.0,0.0,9.0,11.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,16,10,20,59,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,18.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,67,5,19,59,0.0,31.0,33.0,8.0,5.0,9.0,0.0,3.0,14.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,7,5,17,37,0.0,14.0,33.0,8.0,5.0,9.0,0.0,2.0,16.0,0.0,32.0,27.0,27.0,False
8,2009,8,8.0,20090621,5,1,13,36,0.0,13.0,22.0,2.0,13.0,6.0,0.0,4.0,13.0,0.0,32.0,27.0,27.0,False
9,2009,9,16.0,20090712,17,9,1,60,18.0,2.0,27.0,1.0,92.5,2.0,3.0,45.5,3.0,1.0,28.0,22.0,9.0,True
9,2009,9,16.0,20090712,20,9,4,60,18.0,15.0,27.0,1.0,92.5,2.0,3.0,47.0,2.0,2.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,13,6,8,60,6.0,5.0,10.0,8.0,32.0,4.0,0.0,22.0,5.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,3,3,15,60,5.0,15.0,36.0,2.0,20.5,5.0,0.0,20.5,7.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,18,23,3,60,7.0,6.0,8.0,2.0,112.0,1.0,6.0,68.0,1.0,6.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,22,23,2,60,7.0,5.0,8.0,2.0,112.0,1.0,6.0,44.0,4.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,4,4,12,60,2.0,29.0,28.0,4.0,13.0,7.0,0.0,13.0,9.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,5,1,6,60,1.0,13.0,22.0,2.0,14.0,6.0,0.0,5.0,13.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,10,7,20,60,0.0,15.0,34.0,9.0,34.5,3.0,0.0,13.0,8.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,2,2,11,60,0.0,15.0,6.0,5.0,8.0,8.0,0.0,6.0,12.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,21,10,18,60,0.0,20.0,11.0,6.0,0.0,10.0,0.0,0.0,17.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,6,3,13,60,5.0,21.0,36.0,2.0,20.5,5.0,0.0,0.0,20.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,12,4,10,60,2.0,5.0,28.0,4.0,13.0,7.0,0.0,0.0,19.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,9,2,16,60,0.0,26.0,6.0,5.0,8.0,8.0,0.0,2.0,15.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,16,10,7,60,0.0,15.0,11.0,6.0,0.0,10.0,0.0,0.0,18.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,67,5,17,60,0.0,31.0,33.0,8.0,5.0,9.0,0.0,3.0,14.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,15,7,14,60,0.0,20.0,34.0,9.0,34.5,3.0,0.0,21.5,6.0,0.0,28.0,22.0,9.0,False
9,2009,9,16.0,20090712,1,1,5,59,1.0,6.0,22.0,2.0,14.0,6.0,0.0,9.0,11.0,0.0,28.0,22.0,9.0,False
